F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_52_327.jpg,-0.25,0,0,15.89353
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_52_408.jpg,-0.45,0,0,15.70208
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_52_487.jpg,0,0,0,15.53435
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_52_566.jpg,-0.05,0,0,15.40657
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_52_646.jpg,0,0,0,15.27966
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_52_726.jpg,0,0,0,15.17925
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_52_805.jpg,0,0,0,15.06818
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_52_888.jpg,0,0,0,14.9489
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_52_967.jpg,0,0,0,14.82902
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_046.jpg,0,0.2856879,0,14.75485
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_127.jpg,0,0.5276933,0,15.01332
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_206.jpg,0,0.7643313,0,15.79155
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_284.jpg,0,0.9990755,0,16.51749
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_364.jpg,0,0.9515722,0,17.33226
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_446.jpg,0,0.7070596,0,17.96653
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_530.jpg,-0.1,0.5100366,0,18.35908
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_611.jpg,-0.35,0.2120935,0,18.82124
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_692.jpg,0,0,0,18.71312
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_772.jpg,0,0,0,18.58658
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_849.jpg,-0.15,0,0,17.9897
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_53_928.jpg,0,0,0,17.81042
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_008.jpg,0,0,0,17.64913
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_088.jpg,0,0,0,17.49778
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_165.jpg,0,0.2818947,0,17.5055
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_245.jpg,0,0.5211948,0,17.7836
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_323.jpg,-0.15,0.754076,0,18.29613
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_399.jpg,-0.35,0.9845983,0,19.01165
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_479.jpg,0,1,0,19.76503
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_559.jpg,0,0.953314,0,20.56746
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_639.jpg,0,0.7142332,0,21.21199
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_715.jpg,-0.2,0.4850404,0,21.61347
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_794.jpg,0,0.5375626,0,21.85913
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_872.jpg,0,0.7692544,0,22.33697
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_54_945.jpg,-0.15,0.7648409,0,22.84162
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_022.jpg,-0.35,0.4929008,0,23.20031
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_098.jpg,0,0.3587377,0,23.37526
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_175.jpg,-0.05,0.5898848,0,23.64375
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_247.jpg,-0.2,0.58765,0,23.95636
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_323.jpg,0,0.3166393,0,24.15883
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_396.jpg,0,0.0956362,0,24.16537
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_471.jpg,0,0.0896907,0,24.00117
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_545.jpg,-0.15,0.270042,0,23.98951
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_618.jpg,-0.35,0.3693417,0,24.1272
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_694.jpg,0,0.1428972,0,24.10998
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_770.jpg,0,0,0,23.98239
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_838.jpg,-0.05,0.1071507,0,23.81009
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_912.jpg,-0.25,0.3286467,0,23.80408
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_55_989.jpg,0,0.1370046,0,23.81877
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_067.jpg,0,0,0,23.64882
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_144.jpg,0,0,0,23.45684
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_221.jpg,0,0,0,23.26759
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_296.jpg,0,0,0,23.08033
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_373.jpg,0,0,0,22.8947
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_447.jpg,-0.1,0,0,22.75357
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_520.jpg,-0.3,0.2657403,0,22.65039
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_597.jpg,0,0.1287921,0,22.64881
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_670.jpg,0,0,0,22.53144
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_746.jpg,0,0,0,22.34848
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_824.jpg,0,0,0,22.16836
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_899.jpg,0,0,0,21.99001
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_56_978.jpg,0,0,0,21.81317
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_058.jpg,-0.2,0,0,21.62133
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_139.jpg,0,0,0,21.39209
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_218.jpg,0,0,0,21.21432
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_300.jpg,0,0,0,21.04265
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_381.jpg,-0.05,0,0,20.87293
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_462.jpg,-0.25,0,0,20.67957
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_528.jpg,0,0,0,20.55115
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_612.jpg,0,0.1555659,0,20.39476
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_694.jpg,0,0.4029228,0,20.52194
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_776.jpg,0,0.4515804,0,20.81951
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_853.jpg,0,0.22093,0,20.95697
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_57_933.jpg,-0.15,0,0,20.85646
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_014.jpg,-0.35,0,0,20.60795
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_094.jpg,0,0.1455843,0,20.37855
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_177.jpg,0,0.2872137,0,20.46907
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_259.jpg,-0.1,0.0418122,0,20.4283
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_327.jpg,-0.25,0.0525117,0,20.57829
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_410.jpg,0,0.2512863,0,20.48937
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_478.jpg,0,0.1978515,0,20.5972
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_547.jpg,0,0.1999248,0,20.26927
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_617.jpg,0,0.4091427,0,20.43717
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_688.jpg,0,0.3542757,0,20.87033
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_756.jpg,0,0.1012995,0,20.92433
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_836.jpg,0,0,0,20.79551
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_916.jpg,0,0.1924194,0,20.69311
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_58_997.jpg,-0.15,0.2384619,0,20.77681
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_078.jpg,-0.35,0,0,20.682
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_157.jpg,0,0,0,20.49091
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_239.jpg,0,0,0,20.32773
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_305.jpg,0,0,0,19.86587
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_372.jpg,0,0.1048167,0,19.72719
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_440.jpg,0,0.3077781,0,20.08651
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_508.jpg,-0.05,0.410238,0,19.97126
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_590.jpg,-0.25,0.212403,0,20.07789
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_662.jpg,-0.45,0,0,19.88304
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_743.jpg,0,0.1034034,0,19.6517
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_823.jpg,0,0.1521444,0,19.61098
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_903.jpg,-0.15,0,0,19.47101
F:\Final Year Project\Data\IMG\center_2021_03_16_17_13_59_982.jpg,-0.35,0,0,19.27014
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_060.jpg,0,0,0,19.077
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_143.jpg,-0.05,0,0,18.90446
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_222.jpg,-0.25,0,0,18.72728
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_305.jpg,0,0.0515433,0,18.52391
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_388.jpg,0,0.2983875,0,18.52854
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_467.jpg,0,0.4904952,0,18.81866
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_550.jpg,0,0.7347565,0,19.33992
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_631.jpg,0,0.8338186,0,20.38706
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_713.jpg,0,0.5884198,0,20.89331
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_794.jpg,0,0.5363923,0,21.21199
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_873.jpg,-0.15,0.772637,0,21.67229
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_00_949.jpg,-0.3,0.7658392,0,21.99766
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_027.jpg,-0.5000001,0.4905103,0,22.34043
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_093.jpg,0,0.6912262,0,22.70146
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_167.jpg,0,0.7812814,0,23.17789
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_246.jpg,0,0.50266,0,23.61481
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_322.jpg,0,0.2738347,0,23.81946
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_396.jpg,0,0.05105857,0,23.78547
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_475.jpg,0,0.1990288,0,23.66962
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_558.jpg,0,0.1475899,0,23.69798
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_639.jpg,0,0.1039447,0,23.57587
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_720.jpg,0,0.2550925,0,23.59867
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_801.jpg,0,0.01256981,0,23.53984
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_884.jpg,0,0.2627428,0,23.47226
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_01_966.jpg,-0.05,0.1157509,0,23.53319
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_047.jpg,-0.25,0,0,23.34204
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_130.jpg,-0.45,0,0,23.0546
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_209.jpg,0,0,0,22.84938
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_289.jpg,0,0,0,22.66119
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_369.jpg,-0.1,0,0,22.47702
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_448.jpg,0,0,0,22.28397
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_527.jpg,0,0,0,22.10357
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_606.jpg,0,0.0461841,0,21.92552
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_685.jpg,0,0.1819434,0,21.8827
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_765.jpg,0,0.4259079,0,21.97411
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_848.jpg,0,0.5690538,0,22.30499
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_02_927.jpg,0,0.376734,0,22.58914
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_008.jpg,0,0.3754326,0,22.68121
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_087.jpg,0,0.3694401,0,22.90934
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_165.jpg,-0.2,0.08912367,0,22.93896
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_242.jpg,-0.4,0.1366398,0,22.71876
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_322.jpg,0,0.1873134,0,22.72657
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_398.jpg,-0.1,0,0,22.62004
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_478.jpg,0,0,0,22.41979
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_554.jpg,0,0.1853658,0,22.30614
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_633.jpg,0,0.1377354,0,22.34879
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_715.jpg,-0.2,0,0,22.18084
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_796.jpg,0,0,0,21.94933
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_877.jpg,0,0,0,21.76722
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_03_958.jpg,-0.15,0,0,21.58814
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_039.jpg,0,0,0,21.39548
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_121.jpg,0,0,0,21.2214
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_201.jpg,0,0,0,21.05034
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_283.jpg,0,0.2459478,0,20.97751
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_363.jpg,0,0.297564,0,21.14252
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_442.jpg,0,0.2534076,0,21.19333
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_517.jpg,0,0.4793217,0,21.37993
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_596.jpg,-0.05,0.7142254,0,21.78733
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_674.jpg,-0.25,0.9487978,0,22.40275
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_751.jpg,0,1,0,23.13465
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_833.jpg,0,1,0,23.90657
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_914.jpg,-0.1,0.9016276,0,24.6577
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_04_994.jpg,0,0.6630949,0,25.2042
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_075.jpg,0,0.420937,0,25.51409
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_152.jpg,0,0.5607806,0,25.75863
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_228.jpg,0,0.5562224,0,26.0458
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_305.jpg,-0.2,0.2797534,0,26.23703
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_384.jpg,0,0.2244202,0,26.17396
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_462.jpg,0,0.4579394,0,26.28693
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_539.jpg,-0.1,0.2270501,0,26.41847
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_616.jpg,0,0,0,26.30871
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_692.jpg,0,0.1842075,0,26.17427
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_767.jpg,0,0.3652425,0,26.21687
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_843.jpg,0,0.08886839,0,26.24423
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_921.jpg,0,0,0,26.05546
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_05_997.jpg,0.15,0,0,25.83611
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_072.jpg,0,0,0,25.58098
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_147.jpg,0,0,0,25.42523
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_223.jpg,0,0.0431133,0,25.21943
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_296.jpg,0,0.2645709,0,25.15856
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_374.jpg,-0.1,0.4052457,0,25.31681
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_447.jpg,-0.25,0.2267586,0,25.35617
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_522.jpg,0,0,0,25.2047
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_599.jpg,0,0,0,24.99602
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_673.jpg,-0.2,0,0,24.78406
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_746.jpg,0,0,0,24.60394
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_824.jpg,0,0.047445,0,24.4025
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_896.jpg,0,0.2646963,0,24.34885
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_06_968.jpg,0,0.4400571,0,24.45944
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_041.jpg,0,0.1783198,0,24.57626
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_115.jpg,0,0,0,24.44735
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_188.jpg,0,0,0,24.30017
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_261.jpg,-0.2,0,0,24.08737
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_334.jpg,0,0,0,23.87637
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_407.jpg,0,0,0,23.73226
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_481.jpg,0,0.2209557,0,23.63821
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_556.jpg,0,0.4452777,0,23.76605
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_629.jpg,0,0.6272571,0,24.01777
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_703.jpg,0,0.888522,0,24.55173
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_780.jpg,0,0.9046342,0,25.2698
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_852.jpg,0,0.687766,0,25.84351
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_925.jpg,-0.1,0.46912,0,26.11615
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_07_998.jpg,0,0.250978,0,26.22916
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_070.jpg,0,0.1633819,0,26.19401
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_142.jpg,0,0.417859,0,26.25616
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_216.jpg,-0.1,0.1972141,0,26.35833
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_286.jpg,-0.25,0.02503094,0,26.25635
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_357.jpg,0,0,0,26.04165
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_429.jpg,0,0,0,25.88345
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_498.jpg,0,0,0,25.67516
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_568.jpg,0,0.1696968,0,25.57536
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_640.jpg,0,0.3380955,0,25.64677
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_711.jpg,0,0.1232763,0,25.66911
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_784.jpg,0,0,0,25.53816
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_856.jpg,0,0,0,25.33315
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_928.jpg,0,0,0,25.1803
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_08_999.jpg,-0.15,0,0,24.96923
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_071.jpg,0,0,0,24.8079
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_142.jpg,0,0.2122974,0,24.68256
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_212.jpg,0,0.4239693,0,24.78939
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_283.jpg,0,0.6348108,0,25.01128
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_353.jpg,0,0.8475312,0,25.53008
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_425.jpg,0,1,0,26.06142
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_499.jpg,0,1,0,26.8199
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_568.jpg,0,1,0,27.38427
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_640.jpg,0,1,0,28.13135
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_713.jpg,-0.15,1,0,28.86346
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_784.jpg,0,1,0,29.38712
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_853.jpg,0,1,0,30.11727
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_925.jpg,0,1,0,30.19016
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_09_995.jpg,0,1,0,30.19025
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_10_067.jpg,0,1,0,30.19028
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_10_145.jpg,0,1,0,30.19028
F:\Final Year Project\Data\IMG\center_2021_03_16_17_14_10_213.jpg,-0.05,1,0,30.18974
